"","order","suborder","greatgroup","series","top","bottom","units","family","subgroup","subgroup_code","class_string","topt","bottomt"
"1","Mollisols","Xerolls","Haploxerolls","ABIN","20","40","inches","Fine, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Fine, mixed, superactive, mesic",50.8,101.6
"2","Mollisols","Aquolls","Endoaquolls","AGEE","10","24","inches","Fine, smectitic, thermic Vertic Endoaquolls","vertic endoaquolls","IBGD","Fine, smectitic, thermic",25.4,60.96
"3","Mollisols","Aquolls","Endoaquolls","AHOLT","10","24","inches","Very-fine, smectitic, calcareous, mesic Vertic Endoaquolls","vertic endoaquolls","IBGD","Very-fine, smectitic, calcareous, mesic",25.4,60.96
"4","Mollisols","Aquolls","Endoaquolls","ALGOMA","7","15","inches","Ashy over sandy or sandy-skeletal, glassy over mixed, calcareous, mesic Aquandic Endoaquolls","aquandic endoaquolls","IBGG","Ashy over sandy or sandy-skeletal, glassy over mixed, calcareous, mesic",17.78,38.1
"5","Mollisols","Xerolls","Haploxerolls","ALICEL","20","36","inches","Fine-loamy, mixed, superactive, mesic Pachic Haploxerolls","pachic haploxerolls","IFFS","Fine-loamy, mixed, superactive, mesic",50.8,91.44
"6","Mollisols","Aquolls","Cryaquolls","ALMONT","8","20","inches","Fine-loamy, mixed, superactive Cumulic Cryaquolls","cumulic cryaquolls","IBAG","Fine-loamy, mixed, superactive",20.32,50.8
"7","Mollisols","Aquolls","Endoaquolls","AMBRAW","10","24","inches","Fine-loamy, mixed, superactive, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine-loamy, mixed, superactive, mesic",25.4,60.96
"8","Mollisols","Xerolls","Haploxerolls","AMMON","7","15","inches","Coarse-silty, mixed, superactive, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-silty, mixed, superactive, frigid",17.78,38.1
"9","Mollisols","Cryolls","Haplocryolls","ANNIECREEK","20","35","inches","Ashy, glassy Vitrandic Haplocryolls","vitrandic haplocryolls","IEFD","Ashy, glassy",50.8,88.9
"10","Mollisols","Cryolls","Haplocryolls","ARKSON","10","16","inches","Coarse-loamy, mixed, superactive Xeric Haplocryolls","xeric haplocryolls","IEFO","Coarse-loamy, mixed, superactive",25.4,40.64
"11","Mollisols","Ustolls","Calciustolls","ARLE","7","15","inches","Loamy-skeletal, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Loamy-skeletal, mixed, superactive, frigid",17.78,38.1
"12","Mollisols","Aquolls","Endoaquolls","ASHKUM","25","61","cm","Fine, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine, mixed, superactive, mesic",25,61
"13","Mollisols","Cryolls","Haplocryolls","AUZQUI","7","15","inches","Fine-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Fine-loamy, mixed, superactive",17.78,38.1
"14","Mollisols","Ustolls","Haplustolls","AZELTINE","6","14","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",15.24,35.56
"15","Mollisols","Xerolls","Calcixerolls","BANNOCK","6","11","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",15.24,27.94
"16","Mollisols","Ustolls","Haplustolls","BAUX","5","18","inches","Loamy-skeletal over fragmental, mixed, superactive, mesic Aridic Haplustolls","aridic haplustolls","IGGY","Loamy-skeletal over fragmental, mixed, superactive, mesic",12.7,45.72
"17","Mollisols","Ustolls","Haplustolls","BAYARD","20","51","centimeters","Coarse-loamy, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Coarse-loamy, mixed, superactive, mesic",20,51
"18","Vertisols","Aquerts","Epiaquerts","BEAUFORD","12","24","inches","Very-fine, smectitic, mesic Typic Epiaquerts","typic epiaquerts","FAGJ","Very-fine, smectitic, mesic",30.48,60.96
"19","Mollisols","Ustolls","Calciustolls","BEEK","20","30","inches","Fine-loamy, mixed, superactive, mesic Pachic Calciustolls","pachic calciustolls","IGCK","Fine-loamy, mixed, superactive, mesic",50.8,76.2
"20","Vertisols","Usterts","Haplusterts","BELMEAR","0","6","inches","Fine, smectitic, frigid Aridic Haplusterts","aridic haplusterts","FEEH","Fine, smectitic, frigid",0,15.24
"21","Mollisols","Xerolls","Haploxerolls","BENCO","8","14","inches","Loamy-skeletal, mixed, superactive, mesic Typic Haploxerolls","typic haploxerolls","IFFZh","Loamy-skeletal, mixed, superactive, mesic",20.32,35.56
"22","Mollisols","Xerolls","Haploxerolls","BENGE","9","14","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Haploxerolls","typic haploxerolls","IFFZh","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",22.86,35.56
"23","Mollisols","Aquolls","Endoaquolls","BIG BLUE","14","18","inches","Fine, smectitic, calcareous, frigid Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine, smectitic, calcareous, frigid",35.56,45.72
"24","Andisols","Cryands","Vitricryands","BIGCINDER","10","15","inches","Ashy-skeletal over fragmental or cindery, aniso, glassy Humic Xeric Vitricryands","humic xeric vitricryands","DCEG","Ashy-skeletal over fragmental or cindery, aniso, glassy",25.4,38.1
"25","Mollisols","Aquolls","Endoaquolls","BIGSTONE","24","60","inches","Fine-silty, mixed, superactive, calcareous, frigid Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-silty, mixed, superactive, calcareous, frigid",60.96,152.4
"26","Mollisols","Aquolls","Endoaquolls","BITTERCREEK","10","20","inches","Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, frigid Aquandic Endoaquolls","aquandic endoaquolls","IBGG","Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, frigid",25.4,50.8
"27","Andisols","Xerands","Vitrixerands","BLUESTERS","10","20","inches","Ashy over pumiceous or cindery, glassy, frigid Humic Vitrixerands","humic vitrixerands","DEAG","Ashy over pumiceous or cindery, glassy, frigid",25.4,50.8
"28","Mollisols","Aquolls","Endoaquolls","BLUFFTON","7","24","inches","Fine-loamy, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Fine-loamy, mixed, superactive, frigid",17.78,60.96
"29","Mollisols","Aquolls","Endoaquolls","BOASH","7","20","inches","Clayey over loamy, smectitic over mixed, superactive, calcareous, frigid Vertic Endoaquolls","vertic endoaquolls","IBGD","Clayey over loamy, smectitic over mixed, superactive, calcareous, frigid",17.78,50.8
"30","Mollisols","Aquolls","Endoaquolls","BONDURANT","10","23","inches","Fine, smectitic, thermic Fluvaquentic Vertic Endoaquolls","fluvaquentic vertic endoaquolls","IBGC","Fine, smectitic, thermic",25.4,58.42
"31","Mollisols","Xerolls","Haploxerolls","BONNET","10","14","inches","Loamy-skeletal, mixed, superactive, mesic Calcic Haploxerolls","calcic haploxerolls","IFFZd","Loamy-skeletal, mixed, superactive, mesic",25.4,35.56
"32","Mollisols","Aquolls","Endoaquolls","BOWMAN","10","20","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic",25.4,50.8
"33","Mollisols","Aquolls","Endoaquolls","BOYCE","20","40","inches","Fine-silty over sandy or sandy-skeletal, mixed, superactive, mesic Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-silty over sandy or sandy-skeletal, mixed, superactive, mesic",50.8,101.6
"34","Mollisols","Xerolls","Haploxerolls","BRADSHAW","10","20","inches","Loamy-skeletal, mixed, superactive, frigid Typic Haploxerolls","typic haploxerolls","IFFZh","Loamy-skeletal, mixed, superactive, frigid",25.4,50.8
"35","Mollisols","Ustolls","Haplustolls","BRIDGET","7","20","inches","Coarse-silty, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Coarse-silty, mixed, superactive, mesic",17.78,50.8
"36","Mollisols","Aquolls","Endoaquolls","BROWNTON","12","24","inches","Fine, smectitic, calcareous, mesic Vertic Endoaquolls","vertic endoaquolls","IBGD","Fine, smectitic, calcareous, mesic",30.48,60.96
"37","Mollisols","Ustolls","Haplustolls","BUFFINGTON","9","16","inches","Fine, smectitic, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine, smectitic, mesic",22.86,40.64
"38","Mollisols","Xerolls","Haploxerolls","BURGI","20","56","inches","Loamy-skeletal, mixed, superactive, frigid Pachic Haploxerolls","pachic haploxerolls","IFFS","Loamy-skeletal, mixed, superactive, frigid",50.8,142.24
"39","Mollisols","Xerolls","Haploxerolls","BURLINGTON","10","14","inches","Sandy, mixed, mesic Entic Ultic Haploxerolls","entic ultic haploxerolls","IFFZe","Sandy, mixed, mesic",25.4,35.56
"40","Mollisols","Ustolls","Haplustolls","BUSHMAN","7","20","inches","Coarse-loamy, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"41","Mollisols","Aquolls","Endoaquolls","CAIRO","10","20","inches","Clayey over sandy or sandy-skeletal, smectitic over mixed, thermic Vertic Endoaquolls","vertic endoaquolls","IBGD","Clayey over sandy or sandy-skeletal, smectitic over mixed, thermic",25.4,50.8
"42",NA,NA,NA,"CALKINS","24","50","inches","Coarse-loamy, mixed, mesic Cumulic Haplaquolls",NA,NA,NA,60.96,127
"43","Mollisols","Xerolls","Haploxerolls","CAMAS","10","14","inches","Sandy-skeletal, mixed, mesic Fluventic Haploxerolls","fluventic haploxerolls","IFFZb","Sandy-skeletal, mixed, mesic",25.4,35.56
"44","Mollisols","Udolls","Hapludolls","CANNON","24","45","inches","Fine-loamy, mixed, superactive, thermic Cumulic Hapludolls","cumulic hapludolls","IHFI","Fine-loamy, mixed, superactive, thermic",60.96,114.3
"45","Mollisols","Aquolls","Endoaquolls","CANTLE","24","36","inches","Fine-loamy, mixed, superactive, calcareous, frigid Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-loamy, mixed, superactive, calcareous, frigid",60.96,91.44
"46","Vertisols","Xererts","Haploxererts","CARDON","10","15","inches","Fine, smectitic, mesic Aquic Haploxererts","aquic haploxererts","FCCE","Fine, smectitic, mesic",25.4,38.1
"47","Mollisols","Aquolls","Endoaquolls","CARLOW","10","24","inches","Fine, smectitic, mesic Vertic Endoaquolls","vertic endoaquolls","IBGD","Fine, smectitic, mesic",25.4,60.96
"48","Mollisols","Xerolls","Haploxerolls","CHENOWETH","10","15","inches","Coarse-loamy, mixed, superactive, mesic Typic Haploxerolls","typic haploxerolls","IFFZh","Coarse-loamy, mixed, superactive, mesic",25.4,38.1
"49","Mollisols","Aquolls","Endoaquolls","CHETOMBA","12","24","inches","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine-silty, mixed, superactive, mesic",30.48,60.96
"50","Mollisols","Xerolls","Haploxerolls","CHILOQUINOT","20","30","inches","Fine-silty, mixed, superactive, frigid Aquic Cumulic Haploxerolls","aquic cumulic haploxerolls","IFFI","Fine-silty, mixed, superactive, frigid",50.8,76.2
"51","Mollisols","Cryolls","Haplocryolls","CLERGERN","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"52","Mollisols","Udolls","Hapludolls","COFFEEN","10","18","inches","Coarse-silty, mixed, superactive, mesic Fluvaquentic Hapludolls","fluvaquentic hapludolls","IHFJ","Coarse-silty, mixed, superactive, mesic",25.4,45.72
"53","Mollisols","Aquolls","Endoaquolls","COLLEGIATE","24","40","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",60.96,101.6
"54","Mollisols","Ustolls","Haplustolls","COLMOR","8","18","inches","Fine-silty, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-silty, mixed, superactive, mesic",20.32,45.72
"55",NA,NA,NA,"COLOMBO","8","16","inches","Fine-loamy, mixed, mesic Torrifluventic
Haplustolls",NA,NA,NA,20.32,40.64
"56","Mollisols","Aquolls","Endoaquolls","COMFREY","61","91","centimeters","Fine-loamy, mixed, superactive, mesic Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-loamy, mixed, superactive, mesic",61,91
"57","Mollisols","Ustolls","Haplustolls","CONNERTON","7","20","inches","Fine-loamy, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"58","Mollisols","Aquolls","Endoaquolls","CORIFF","30","56","cm","Coarse-loamy, mixed, superactive, calcareous, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, calcareous, mesic",30,56
"59","Mollisols","Cryolls","Haplocryolls","COUTIS","16","60","inches","Coarse-loamy, mixed, superactive Pachic Haplocryolls","pachic haplocryolls","IEFK","Coarse-loamy, mixed, superactive",40.64,152.4
"60","Mollisols","Xerolls","Haploxerolls","COXLAKE","20","40","inches","Coarse-loamy, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Coarse-loamy, mixed, superactive, mesic",50.8,101.6
"61","Mollisols","Xerolls","Haploxerolls","COYOTECREEK"," The mollic epipedon is 20","more than 40 inches thick and has 2","3 percent organic matter.","Fine-silty, mixed, superactive, thermic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Fine-silty, mixed, superactive, thermic",NA,NA
"62","Mollisols","Xerolls","Haploxerolls","CRUME","10","20","inches","Fine-loamy, mixed, superactive, frigid Typic Haploxerolls","typic haploxerolls","IFFZh","Fine-loamy, mixed, superactive, frigid",25.4,50.8
"63","Mollisols","Udolls","Hapludolls","CYLINDER","36","61","centimeters","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Aquic Hapludolls","aquic hapludolls","IHFN","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",36,61
"64","Mollisols","Aquolls","Epiaquolls","DANIELSON","61","183","cm","Fine, smectitic, mesic Cumulic Vertic Epiaquolls","cumulic vertic epiaquolls","IBFA","Fine, smectitic, mesic",61,183
"65","Mollisols","Xerolls","Haploxerolls","DARDRY","20","35","inches","Loamy-skeletal, mixed, superactive, frigid Cumulic Ultic Haploxerolls","cumulic ultic haploxerolls","IFFJ","Loamy-skeletal, mixed, superactive, frigid",50.8,88.9
"66","Mollisols","Aquolls","Endoaquolls","DARFUR","14","24","inches","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, mesic",35.56,60.96
"67","Mollisols","Aquolls","Endoaquolls","DASSEL","7","24","inches","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, mesic",17.78,60.96
"68","Mollisols","Cryolls","Haplocryolls","DAYBELL","16","24","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Pachic Haplocryolls","pachic haplocryolls","IEFK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive",40.64,60.96
"69","Mollisols","Ustolls","Haplustolls","DEBEQUE","7","15","inches","Loamy-skeletal, mixed, superactive, frigid Entic Haplustolls","entic haplustolls","IGGZd","Loamy-skeletal, mixed, superactive, frigid",17.78,38.1
"70","Mollisols","Xerolls","Haploxerolls","DEHLINGER","20","35","inches","Loamy-skeletal, mixed, superactive, mesic Pachic Haploxerolls","pachic haploxerolls","IFFS","Loamy-skeletal, mixed, superactive, mesic",50.8,88.9
"71","Mollisols","Aquolls","Endoaquolls","DELFT","24","60","inches","Fine-loamy, mixed, superactive, mesic Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-loamy, mixed, superactive, mesic",60.96,152.4
"72","Mollisols","Xerolls","Haploxerolls","DEMOX","21","36","inches","Loamy-skeletal, mixed, superactive, mesic Pachic Haploxerolls","pachic haploxerolls","IFFS","Loamy-skeletal, mixed, superactive, mesic",53.34,91.44
"73","Mollisols","Cryolls","Argicryolls","DEWVILLE","15","40","inches","Fine-loamy, mixed, superactive Ustic Argicryolls","ustic argicryolls","IEDL","Fine-loamy, mixed, superactive",38.1,101.6
"74","Mollisols","Aquolls","Epiaquolls","DIMMICK","14","24","inches","Fine, smectitic, frigid Vertic Epiaquolls","vertic epiaquolls","IBFC","Fine, smectitic, frigid",35.56,60.96
"75","Mollisols","Cryolls","Haplocryolls","DINNEN","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"76","Mollisols","Aquolls","Cryaquolls","DIPMAN","7","19","inches","Clayey over loamy-skeletal, smectitic over mixed, superactive Typic Cryaquolls","typic cryaquolls","IBAH","Clayey over loamy-skeletal, smectitic over mixed, superactive",17.78,48.26
"77","Mollisols","Ustolls","Haplustolls","DIX","7","20","inches","Sandy-skeletal, mixed, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Sandy-skeletal, mixed, mesic",17.78,50.8
"78","Mollisols","Aquolls","Cryaquolls","DOBROW","21","40","inches","Coarse-loamy, mixed, superactive Cumulic Cryaquolls","cumulic cryaquolls","IBAG","Coarse-loamy, mixed, superactive",53.34,101.6
"79","Mollisols","Ustolls","Haplustolls","DOGER","10","20","inches","Sandy, mixed, mesic Entic Haplustolls","entic haplustolls","IGGZd","Sandy, mixed, mesic",25.4,50.8
"80","Mollisols","Aquolls","Endoaquolls","DOLBEE","14","24","inches","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine-silty, mixed, superactive, mesic",35.56,60.96
"81","Mollisols","Ustolls","Haplustolls","DOMINSON","7","15","inches","Sandy-skeletal, mixed, frigid Aridic Haplustolls","aridic haplustolls","IGGY","Sandy-skeletal, mixed, frigid",17.78,38.1
"82","Mollisols","Ustolls","Haplustolls","DORRANCE","7","19","inches","Sandy, mixed, mesic Entic Haplustolls","entic haplustolls","IGGZd","Sandy, mixed, mesic",17.78,48.26
"83","Mollisols","Aquolls","Epiaquolls","DOVRAY","24","54","inches","Fine, smectitic, frigid Cumulic Vertic Epiaquolls","cumulic vertic epiaquolls","IBFA","Fine, smectitic, frigid",60.96,137.16
"84","Mollisols","Udolls","Hapludolls","DU PAGE","61","132","cm","Fine-loamy, mixed, superactive, mesic Cumulic Hapludolls","cumulic hapludolls","IHFI","Fine-loamy, mixed, superactive, mesic",61,132
"85","Mollisols","Aquolls","Endoaquolls","DUNNING","10","24","inches","Fine, mixed, active, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine, mixed, active, mesic",25.4,60.96
"86",NA,NA,NA,"DURADOS","10","30","inches","Sandy, mixed, isohyperthermic Fluventic
Hapludolls",NA,NA,NA,25.4,76.2
"87","Mollisols","Xerolls","Haploxerolls","EASTCAN","21","33","inches","Fine-loamy, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Fine-loamy, mixed, superactive, mesic",53.34,83.82
"88",NA,NA,NA,"EDGEWATER","24","40","inches","Fine-loamy over sandy or sandy-skeletal, mixed, mesic Cumulic Haplaquolls",NA,NA,NA,60.96,101.6
"89","Mollisols","Aquolls","Endoaquolls","EGAS","8","24","inches","Fine, smectitic, calcareous, mesic Vertic Endoaquolls","vertic endoaquolls","IBGD","Fine, smectitic, calcareous, mesic",20.32,60.96
"90","Mollisols","Xerolls","Haploxerolls","EGGLESON","10","15","inches","Sandy-skeletal, mixed, frigid Oxyaquic Haploxerolls","oxyaquic haploxerolls","IFFP","Sandy-skeletal, mixed, frigid",25.4,38.1
