"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","umbric.epipedon","argillic.horizon","ochric.epipedon","cambic.horizon","lithic.contact","paralithic.contact","mollic.epipedon","paralithic.materials","kandic.horizon","lithologic.discontinuity","andic.soil.properties","densic.contact","abrupt.textural.change","aquic.conditions","duripan","slickensides","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","densic.materials","volcanic.glass","folistic.epipedon","albic.materials","human.transported.material","strongly.contrasting.particle.size.class","secondary.carbonates","anthropic.epipedon","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","in_ca630","musym","x_std","y_std","optional"
"674","488633","10MJE076",495977,"10CA630MJE076",2010-08-26,10,711409.69,4211100.45,-120.59139251709,38.0230560302734,"NAD83",NA,"Meghan Euliano","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,834,NA,250,NA,NA,NA,NA,65,"greenstone","weakly","summit",NA,"linear","convex","complex","well","crest",NA,NA,"linear / convex",2012-02-07 19:09:20,NA,"correlated","Gopheridge",NA,"series",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",0,"xeric","thermic",NA,23,65,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,0,0,0,0,0,0,"hill","colluvium & residuum","greenstone",TRUE,"7088",711418.242722086,4211111.34101778,TRUE
"701","530629","10BJM041",540923,"10CA630BJM041",2010-07-21,10,703518.29,4209315.73,-120.681938171387,38.0086097717285,"NAD83",NA,"Ben Marshall","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,347.700012207031,35,190,"Blue Oak Woodland",NA,NA,NA,62,"greenstone","moderately","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2017-04-11 00:00:00,NA,"correlated","Jasperpeak",NA,"taxadjunct",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",8,40,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","greenstone",TRUE,"7088",703509.383949506,4209306.10284192,TRUE
"737","530691","10BJM058",540985,"10CA630BJM058",2010-02-18,10,698421.9,4221351.98,-120.736381530762,38.1183319091797,"NAD83",NA,"Ben Marshall","full pedon description","correlates to named soil",NA,0,NA,NA,NA,NA,NA,753.400024414062,10,205,"Lilve Oak woodland",NA,NA,NA,56,"metavolcanics","moderately","shoulder",NA,"linear","linear","simple","well","side slope","mountainflank, upper third",NA,"linear / linear",2017-04-11 00:00:00,"Julie Baker","correlated","Jasperpeak",NA,"taxadjunct",NA,"loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",20,38,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,2,0,0,0,"hill","colluvium & residuum","NA & metavolcanics",TRUE,"7088",698432.290829546,4221364.67148156,TRUE
"743","530697","11PDM015",541006,"11CA630PDM015",2011-06-02,10,723168.98,4209366.84,-120.458053588867,38.0044441223145,"NAD83",NA,"Drew Mather","full pedon description","within range of map unit",NA,0,NA,NA,NA,NA,NA,463,47,313,NA,NA,NA,NA,78,"phyllite","indurated","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2015-11-01 00:00:00,"Andrew Paolucci","correlated","Moccasinhill",NA,"taxadjunct","tentative","loamy-skeletal","mollisols","xerolls","haploxerolls","ultic haploxerolls","twelfth edition",0,"xeric","mesic",NA,27,78,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","colluvium & residuum","phyllite",TRUE,"8176",723180.507133596,4209357.51437905,TRUE
"747","530703","11PDM003",540992,"11CA630PDM003",2011-01-24,10,727330.69,4215559.11,-120.40885925293,38.0592498779297,"NAD83",NA,"Drew Mather","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,680,17,347,NA,NA,NA,NA,NA,"schist, unspecified",NA,"backslope",NA,"linear","convex","complex","well","side slope",NA,NA,"linear / convex",2012-02-09 00:00:00,NA,"correlated","Wardsferry",NA,"taxadjunct","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","thermic",NA,10,60,"most recent","F022AI201CA","Dry Mesic Foothills 33-45 PZ",2016-05-17,"David Evans","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","residuum","schist, unspecified",TRUE,"7211",727330.845901833,4215559.10475513,TRUE
"759","530715","11PDM024",541004,"11CA630PDM024",2011-10-04,10,729025,4209174,-120.391609191895,38.001335144043,"NAD83",NA,"Drew Mather","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,661,32,68,NA,NA,NA,NA,60,"schist, unspecified","indurated","backslope",NA,"convex","linear","complex","well","side slope",NA,NA,"convex / linear",2016-01-15 00:00:00,"Andrew Paolucci","correlated","Wallyhill",NA,"taxadjunct","tentative","fine-loamy","alfisols","xeralfs","rhodoxeralfs","inceptic rhodoxeralfs","twelfth edition",0,"xeric","mesic",NA,26,60,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,1,0,0,0,0,0,0,"hill","colluvium & residuum","schist, unspecified",TRUE,"9016",729024.911600719,4209174.05545281,TRUE
"783","530753","11BJM034",541043,"11CA630BJM034",2011-07-20,10,723038.2,4176248.69,-120.470001220703,37.7063903808594,"NAD83",NA,"Ben Marshall","full pedon description","undefined observation",NA,0,NA,NA,NA,NA,NA,184,4,62,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","convex","complex","well","side slope",NA,NA,"convex / convex",2018-01-11 00:00:00,"julie baker","correlated","Red Bluff",NA,"taxadjunct",NA,"fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","thermic","not used",12,62,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,"hill","alluvium","mixed",TRUE,"5101",723028.248498003,4176252.01030105,TRUE
"813","533240","SO4-hwy49-717",543734,"SO4-hwy49-717",2008-08-06,10,725452.24,4196473.01,-120.436241149902,37.8878707885742,"NAD83",NA,"DGM","laboratory sampling site","taxadjunct to the series","UCDO4HY49717",1,NA,NA,NA,NA,NA,318,5,90,NA,NA,NA,NA,NA,NA,NA,"summit",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30 00:00:00,"Andrew Paolucci","correlated","Redding",NA,"taxadjunct","established","fine","alfisols","xeralfs","durixeralfs","haplic durixeralfs","twelfth edition",0,"xeric","thermic",NA,5,27,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"terrace","alluvium","NA",TRUE,"8034",725452.137942173,4196472.97952607,TRUE
"814","533243","S09CAL-002",543737,"S2009CAL-002",2009-08-13,10,713783.1,4215207.98,-120.563255310059,38.0593872070312,"NAD83",NA,"DB and ATO","laboratory sampling site","correlates to named soil","UCD09L002",1,NA,NA,NA,NA,NA,1200,51,345,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","linear","simple",NA,NA,NA,NA,"convex / linear",2018-05-25 00:00:00,"Theresa Kunch","correlated","Dunstone",NA,"series","established","loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",21,45,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2017-07-06,"Julie Baker","least missing data",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"fan remnant","residuum","NA",TRUE,"7088",713783.312288228,4215207.66946512,TRUE
"835","533330","75-CA-55-031x",543824,"S1975-CA-55-031x",2009-03-02,10,730076.24,4195975.6,-120.383865356445,37.8822326660156,"NAD83",NA,"BFS","laboratory sampling site","correlates to named soil","UCD7555031",0,NA,NA,NA,NA,NA,543,8,45,NA,NA,NA,"0",NA,"diorite",NA,NA,NA,NA,NA,"simple","well",NA,NA,NA,NA,2015-12-01 00:00:00,"Theresa Kunch","correlated","Flanly",NA,"series","established","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic",NA,23,73,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"residuum","NA",TRUE,"6071",730149.299079568,4196059.61038305,TRUE
"858","533499","S09CAL-001",543993,"S2009CAL-001",2009-08-13,10,713804.54,4215194.1,-120.563011169434,38.0592613220215,"NAD83",NA,"DB and ATO","laboratory sampling site","correlates to named soil","UCD09L001",1,NA,NA,NA,NA,NA,1200,7,310,NA,NA,NA,NA,24,"phyllite",NA,"summit",NA,"convex","convex","simple","well","nose slope",NA,NA,"convex / convex",2015-12-30 00:00:00,"Andrew Paolucci","correlated","Exchequer",NA,"series","established","loamy-skeletal","entisols","orthents","xerorthents","lithic xerorthents","twelfth edition",0,"xeric","thermic",NA,0,24,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,5,0,0,0,0,0,"hill","residuum","NA",TRUE,"7088",713804.430727853,4215194.24183509,TRUE
"878","533779","71-CA-05-057x",544273,"S1971-CA-05-057x",2009-02-25,10,683526.48,4231259.79,-120.903762817383,38.2106056213379,"NAD83",NA,"JAD","laboratory sampling site","correlates to named soil","UCD7105057",0,NA,NA,NA,NA,NA,114,9,135,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"simple","well",NA,NA,NA,NA,2015-12-24 00:00:00,"Theresa Kunch","correlated","Red Bluff",NA,"series","established","fine","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","thermic",NA,30,80,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"residuum","NA",TRUE,"5101",683526.483198412,4231259.79228821,TRUE
"913","542096","11MJE009N",550790,"11CA630MJE009N",2011-04-19,10,702695.5,4227777.95,-120.685836791992,38.1749992370605,"NAD83",NA,"MJE","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,371,33,264,NA,NA,NA,NA,47,"metavolcanics","moderately","backslope",NA,"linear","linear",NA,"well","side slope",NA,NA,"linear / linear",2016-01-28 00:00:00,"Andrew Paolucci","correlated","Jasperpeak",NA,"taxadjunct","tentative","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",0,"xeric","thermic","shallow",23,47,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,1,0,0,0,0,0,0,"hill","colluvium & residuum","metavolcanics",TRUE,"7088",702706.713148839,4227762.74651756,TRUE
"934","542120","09EJR019",550814,"09CA630EJR019",2011-12-13,10,721672,4206253,-120.476181030273,37.9768257141113,"WGS84",NA,"Edd Russell","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,469,20,79,NA,NA,NA,NA,87,"metavolcanics",NA,"backslope",NA,NA,NA,NA,"well","side slope",NA,NA,NA,2016-01-20 00:00:00,"Andrew Paolucci","correlated","Gopheridge",NA,"taxadjunct","tentative","coarse-loamy","mollisols","xerolls","haploxerolls","ultic haploxerolls","twelfth edition",0,"xeric","thermic",NA,25,87,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","colluvium & residuum","metavolcanics",TRUE,"7086",721672.128065402,4206249.04675281,TRUE
"981","542170","2012CA6303043",550864,"2012CA6303043",2012-06-11,10,700522.07,4237095.28,-120.708122253418,38.2595291137695,"NAD83",NA,"Kristine Johnson","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,363,43,250,NA,NA,NA,NA,35,"tuff, unspecified","moderately","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2017-09-19 00:00:00,"Andrew Paolucci","correlated","Pentz",NA,"taxadjunct","established","loamy","inceptisols","xerepts","haploxerepts","typic haploxerepts","eleventh edition",0,"xeric","thermic","shallow",0,35,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"residuum","tuff, unspecified",TRUE,"4201",700522.121512297,4237095.11080002,TRUE
"990","570193","S2011DEB094N",630288,"11CA630DEB094N",2011-10-31,10,693380,4231371,-120.791389465332,38.2094459533691,"NAD83",NA,"Dylan Beaudette","soil survey inventory",NA,"12N7646",0,NA,NA,NA,NA,NA,246,21,100,NA,NA,NA,NA,40,"tuff, acidic","weakly","backslope",NA,"convex","linear","simple","well","side slope",NA,NA,"convex / linear",2011-10-31 00:00:00,NA,"sampled as","Amador",NA,NA,NA,"loamy","alfisols","xeralfs","haploxeralfs","lithic haploxeralfs","tenth edition",0,"xeric","thermic",NA,8,40,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,0,0,0,0,0,"hill","colluvium & residuum","NA & tuff, acidic",TRUE,"5202",693368.717500338,4231359.62572609,TRUE
"992","620492","R11CA009003",630286,"11CA630DEB012",2011-04-27,6,692324,4231215,-120.803337097168,38.2083358764648,"NAD83",NA,"Dylan Beaudette","laboratory sampling site","taxadjunct to the series","12N7647",1,NA,NA,NA,NA,NA,254,3,NA,NA,NA,NA,NA,NA,NA,NA,"summit",NA,"convex","convex","simple","well","interfluve",NA,NA,"convex / convex",2012-10-11 00:00:00,"Dylan Beaudette","correlated","Pardee",NA,"taxadjunct","established","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",11,61,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","residuum","NA",TRUE,"5201",692325.762925887,4231211.43903342,TRUE
"1023","620529","2012CA6304033",630323,"2012CA6304033",2012-05-09,10,687439,4234478,-120.858261108398,38.2387962341309,"NAD83",NA,"Dylan Beaudette","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,210,5,230,NA,NA,NA,NA,40,"sandstone, unspecified","strongly","summit",NA,"convex","convex","simple","well","crest",NA,NA,"convex / convex",2012-10-22 00:00:00,"Dylan Beaudette","field","Hornitos",NA,"taxadjunct","established","loamy","inceptisols","xerepts","dystroxerepts","lithic dystroxerepts","eleventh edition",0,"xeric","thermic","not used",0,40,"single record","R018XK104CA","Lithic Ione Rolling Hills",2016-05-17,"David Evans","least missing data",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,0,0,0,0,0,"hill","residuum","sandstone, unspecified",TRUE,"5101",687437.88136541,4234479.36638855,TRUE
"1025","620531","2012CA6304058",630325,"2012CA6304058",2012-07-19,10,691875,4227828,-120.80940246582,38.1779594421387,"NAD83",NA,"Dylan Beaudette","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,224,3,0,NA,NA,NA,NA,NA,NA,NA,"summit",NA,"convex","convex","simple","well","nose slope",NA,NA,"convex / convex",2012-10-22 00:00:00,"Dylan Beaudette","field","Pardee",NA,"taxadjunct","established","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","eleventh edition",0,"xeric","thermic","shallow",15,45,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,0,NA,"residuum","fanglomerate",TRUE,"5101",691874.045885137,4227828.10404596,TRUE
"1091","640595","11KWJ005",646289,"11CA630KWJ005",2011-03-31,10,705101.49,4225272.43,-120.659164428711,38.1519470214844,"NAD83",NA,"Kristine Win Johnson",NA,"correlates to named soil",NA,0,NA,NA,NA,NA,NA,337,29,42,NA,NA,NA,NA,57,"metavolcanics","weakly","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2018-07-19 00:00:00,"Cathy Scott","correlated","Bonanza",NA,"series","established","loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",30,45,"most recent","F018XI201CA","Thermic Foothills 22-31 PZ",2017-07-06,"Julie Baker","least missing data",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,3,0,0,0,0,0,0,"hill","colluvium & residuum","metavolcanics",TRUE,"7088",705107.981275704,4225263.17593917,TRUE
"1102","640609","11KWJ025N",646303,"11CA630KWJ025N",2011-06-08,10,706295.82,4224061.98,-120.646110534668,38.1408309936523,"NAD83",NA,"Kristine Win Johnson","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,357,48,242,NA,NA,NA,NA,25,"metavolcanics","moderately","backslope",NA,"linear","linear","complex","well","side slope",NA,NA,"linear / linear",2018-05-25 00:00:00,"Theresa Kunch","correlated","Dunstone",NA,"series","established","loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","thermic","shallow",0,25,"most recent","F018XI200CA","Low Elevation Foothills 18-25 PZ",2016-05-17,"David Evans","least missing data",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,3,5,2,0,0,0,0,"hill","colluvium & residuum","metavolcanics",TRUE,"7088",706283.26154853,4224058.52125643,TRUE
"1117","640638","BHW 013",646332,"BHW 013",1972-06-12,10,730255.57,4182251.9,-120.386108398438,37.7586097717285,"NAD83",NA,"Bill Wickman","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,321,10,0,NA,NA,NA,NA,NA,"igneous, unspecified",NA,NA,NA,NA,NA,NA,"somewhat excessively",NA,NA,NA,NA,1972-06-12 00:00:00,NA,"sampled as","Temescal variant-SV",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,TRUE,"7085",730262.826221421,4182250.47458938,TRUE
"1133","640659","09AMS012",646353,"09CA630AMS012",2009-03-11,10,740518.58,4207124.85,-120.261390686035,37.9799995422363,"NAD83",NA,"Alison Steglich","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,972,55,292,"Montane Hardwood Conifer",NA,NA,NA,183,"breccia, non-volcanic","indurated","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,"convex / convex",2017-08-11 00:00:00,"Andrew Brown","correlated","Devilsnose",NA,"taxadjunct",NA,"loamy-skeletal","inceptisols","xerepts","humixerepts","typic humixerepts","twelfth edition",0,"xeric","mesic","not used",25,100,"most recent",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"colluvium & residuum","breccia, non-volcanic",TRUE,"3021",740530.298388488,4207134.93904048,TRUE
"1140","640666","09AMS019",646360,"09CA630AMS019",2009-03-25,10,740917.91,4199883.72,-120.25944519043,37.914722442627,"NAD83",NA,"Alison Steglich","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,667,14,NA,"Montane Hardwood Conifer",NA,NA,NA,168,"phyllite",NA,"backslope",NA,"convex","convex","simple","well","side slope",NA,NA,"convex / convex",2018-01-04 00:00:00,"Andrew Paolucci","correlated","Deerflat",NA,"taxadjunct","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic",NA,18,68,"most recent","F022AI201CA","Dry Mesic Foothills 33-45 PZ",NA,"Evans, David","least missing data",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","colluvium & residuum","phyllite",TRUE,"7212",740914.455281248,4199895.36953448,TRUE
"1157","640687","10PDM156",646381,"10CA630PDM156",2011-10-04,10,728222,4215455,-120.398750305176,38.0580825805664,"NAD83",NA,"Drew Mather","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,749,22,7,NA,NA,NA,NA,100,"schist, unspecified",NA,"backslope",NA,"convex","linear","complex","well","side slope",NA,NA,"convex / linear",2017-02-28 00:00:00,"Andrew Paolucci","correlated","Wardsferry",NA,"series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",0,"xeric","thermic","not used",11,61,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,"hill","colluvium & residuum","metasedimentary, unspecified",TRUE,"7211",728221.523250005,4215454.35258417,TRUE
