"","mukey","muname","hydgrpdcd","cokey","compname","compkind","comppct_r","majcompflag","hydgrp"
"340",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633045,"Lithic Xerorthents","Family",10,"No ","X"
"341",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633050,"Histosols","Taxon above family",1,"No ","X"
"342",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633049,"Waterwheel","Series",20,"Yes","A"
"343",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633042,"Water","Miscellaneous area",1,"No ","X"
"344",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633044,"Dystric Xeropsamments","Family",5,"No ","X"
"345",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633046,"Oxyaquic Dystrudepts","Family",4,"No ","X"
"346",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633047,"Oxyaquic Dystrudepts","Family",4,"No ","X"
"347",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633048,"Craneflat","Series",20,"Yes","A"
"348",1542467,"Rock outcrop-Craneflat-Waterwheel association, 0 to 30 percent slopes, mountain slopes, frigid",NA,16633043,"Rock outcrop","Miscellaneous area",35,"Yes","X"
"349",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632998,"Vitrandic Haploxerepts","Family",10,"No ","X"
"350",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632994,"Humic Dystroxerepts","Family",15,"Yes","A"
"351",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632997,"Rock outcrop","Miscellaneous area",5,"No ","X"
"352",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16633003,"Typic Palexerults","Family",5,"No ","X"
"353",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632995,"Dystric Xerorthents","Family",10,"No ","X"
"354",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632996,"Ultic Palexeralfs","Family",20,"Yes","C"
"355",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16633002,"Ultic Palexeralfs","Family",10,"No ","X"
"356",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16633000,"Dystric Xeropsamments","Family",5,"No ","X"
"357",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16633001,"Humic Dystroxerepts","Family",10,"No ","X"
"358",1542476,"Ultic Palexeralfs-Humic Dystroxerepts complex, 10 to 35 percent slopes, mountain slopes, mesic",NA,16632999,"Ultic Haploxeralfs","Family",10,"No ","X"
"359",1542483,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16633160,"Waterwheel","Series",25,"Yes","A"
"360",1542483,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16633158,"Typic Dystroxerepts","Family",20,"Yes","A"
"361",1542483,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16633159,"Rock outcrop","Miscellaneous area",50,"Yes","X"
"362",1542483,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16633157,"Oxyaquic Dystroxerepts","Family",5,"No ","X"
"363",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633154,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"364",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633152,"Histosols","Taxon above family",1,"No ","X"
"365",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633153,"Dystric Xeropsamments","Family",20,"Yes","C"
"366",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633151,"Dystric Xerorthents","Family",20,"Yes","A"
"367",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633155,"Typic Haploxerepts","Family",9,"No ","X"
"368",1542485,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16633156,"Lithic Xerorthents","Family",10,"No ","X"
"369",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633146,"Water","Miscellaneous area",6,"No ","X"
"370",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633139,"Waterwheel","Series",18,"Yes","A"
"371",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633140,"Histosols","Taxon above family",1,"No ","X"
"372",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633141,"Rock outcrop","Miscellaneous area",50,"Yes","X"
"373",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633145,"Dystric Xerorthents","Family",2,"No ","X"
"374",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633144,"Dystric Xeropsamments","Family",15,"Yes","A"
"375",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633142,"Lithic Xerorthents","Family",5,"No ","X"
"376",1542487,"Rock outcrop-Waterwheel-Dystric Xeropsamments association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, frigid",NA,16633143,"Typic Haploxerepts","Family",3,"No ","X"
"377",1651736,"Dam",NA,16632466,"Dam","Miscellaneous area",100,"Yes","X"
"378",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632671,"Chutes","Miscellaneous area",1,"No ","X"
"379",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632662,"Typic Cryaquolls","Family",1,"No ","B/D"
"380",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632661,"Hopeval","Series",1,"No ","B/D"
"381",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632666,"Rubble land","Miscellaneous area",40,"Yes","X"
"382",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632660,"Thiefridge","Series",2,"No ","D"
"383",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632670,"Dunderberg","Series",2,"No ","A"
"384",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632665,"Rock outcrop","Miscellaneous area",15,"Yes","X"
"385",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632667,"Fishsnooze","Series",10,"Yes","B"
"386",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632672,"Lithnip","Series",20,"Yes","D"
"387",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632669,"Aspocket","Series",1,"No ","C"
"388",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632668,"Fishsnooze","Series",2,"No ","B"
"389",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632664,"Glaciers","Miscellaneous area",1,"No ","X"
"390",1653111,"Rubble land-Lithnip-Rock outcrop association, 8 to 30 percent slopes, mountains, cryic",NA,16632663,"Typic Cryorthents","Family",4,"No ","A"
"391",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614621,"Xeric Dystrocryepts","Family",20,"Yes","A"
"392",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614622,"Humic Dystrocryepts","Family",3,"No ","X"
"393",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614625,"Rubble land","Miscellaneous area",30,"Yes","X"
"394",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614626,"Water","Miscellaneous area",1,"No ","X"
"395",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614627,"Histosols","Taxon above family",1,"No ","X"
"396",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614623,"Typic Cryorthents","Family",25,"Yes","B"
"397",1670108,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16614624,"Rock outcrop","Miscellaneous area",20,"Yes","X"
"398",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614665,"Lithic Cryopsamments","Family",1,"No ","X"
"399",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614664,"Typic Cryorthents","Family",2,"No ","X"
"400",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614669,"Xeric Dystrocryepts","Family",4,"No ","X"
"401",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614667,"Xeric Dystrocryepts","Family",4,"No ","X"
"402",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614668,"Xeric Dystrocryepts","Family",2,"No ","X"
"403",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614672,"Oxyaquic Dystrocryepts","Family",2,"No ","X"
"404",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614666,"Vitrandic Cryorthents","Family",15,"Yes","A"
"405",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614670,"Humic Dystrocryepts","Family",3,"No ","X"
"406",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614671,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"407",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614663,"Water","Miscellaneous area",1,"No ","X"
"408",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614662,"Histosols","Taxon above family",1,"No ","X"
"409",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614659,"Crazymule","Series",20,"Yes","B"
"410",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614660,"Humic Lithic Dystrocryepts","Family",3,"No ","X"
"411",1670109,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16614661,"Badgerpass","Series",2,"No ","X"
"412",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615954,"Histosols","Taxon above family",1,"No ","X"
"413",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615955,"Water","Miscellaneous area",1,"No ","X"
"414",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615953,"Lithic Cryorthents","Family",3,"No ","X"
"415",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615952,"Xeric Dystrocryepts","Family",10,"No ","X"
"416",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615956,"Rubble land","Miscellaneous area",20,"Yes","X"
"417",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615951,"Canisrocks","Series",35,"Yes","A"
"418",1670110,"Canisrocks-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, cryic",NA,16615950,"Rock outcrop","Miscellaneous area",30,"Yes","X"
"419",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615949,"Humic Dystrocryepts","Family",4,"No ","X"
"420",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615948,"Vitrandic Cryorthents","Family",3,"No ","X"
"421",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615939,"Histosols","Taxon above family",1,"No ","X"
"422",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615940,"Canisrocks","Series",25,"Yes","A"
"423",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615942,"Xeric Dystrocryepts","Family",16,"Yes","A"
"424",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615943,"Lithic Cryorthents","Family",1,"No ","X"
"425",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615944,"Humic Lithic Dystroxerepts","Family",1,"No ","X"
"426",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615945,"Typic Cryorthents","Family",4,"No ","X"
"427",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615946,"Glacierpoint","Series",14,"No ","X"
"428",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615947,"Rock outcrop","Miscellaneous area",30,"Yes","X"
"429",1670111,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, cryic",NA,16615941,"Water","Miscellaneous area",1,"No ","X"
"430",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615971,"Glacierpoint","Series",5,"No ","X"
"431",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615972,"Vitrandic Cryorthents","Family",10,"No ","X"
"432",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615968,"Histosols","Taxon above family",1,"No ","X"
"433",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615965,"Rock outcrop","Miscellaneous area",45,"Yes","X"
"434",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615966,"Vitrandic Dystrocryepts","Family",4,"No ","X"
"435",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615967,"Humic Lithic Dystrocryepts","Family",4,"No ","X"
"436",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615969,"Water","Miscellaneous area",1,"No ","X"
"437",1670113,"Rock outcrop-Canisrocks complex, 30 to 70 percent slopes, mountain slopes, cryic",NA,16615970,"Canisrocks","Series",30,"Yes","A"
"438",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615984,"Xeric Dystrocryepts","Family",3,"No ","X"
"439",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615991,"Lithic Xeropsamments","Family",1,"No ","X"
"440",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615992,"Xeric Haplocryalfs","Family",2,"No ","X"
"441",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615993,"Glacierpoint","Series",10,"No ","X"
"442",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615994,"Waterwheel","Series",2,"No ","X"
"443",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615995,"Humic Lithic Dystrocryepts","Family",2,"No ","X"
"444",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615996,"Rock outcrop","Miscellaneous area",20,"Yes","X"
"445",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615997,"Canisrocks","Series",15,"Yes","A"
"446",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615985,"Xeric Dystrocryepts","Family",2,"No ","X"
"447",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615986,"Vitrandic Dystrocryepts","Family",3,"No ","X"
"448",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615987,"Lithic Cryopsamments","Family",1,"No ","X"
"449",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615988,"Xeric Dystrocryepts","Family",15,"Yes","A"
"450",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615989,"Oxyaquic Dystrocryepts","Family",1,"No ","X"
"451",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615990,"Lithic Xerorthents","Family",1,"No ","X"
"452",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615977,"Typic Cryopsamments","Family",2,"No ","X"
"453",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615978,"Rubble land","Miscellaneous area",1,"No ","X"
"454",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615979,"Typic Cryorthents","Family",2,"No ","X"
"455",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615980,"Typic Cryorthents","Family",2,"No ","X"
"456",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615981,"Oxyaquic Dystrocryepts","Family",1,"No ","X"
"457",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615982,"Water","Miscellaneous area",1,"No ","X"
"458",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615983,"Histosols","Taxon above family",1,"No ","X"
"459",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615975,"Vitrandic Dystrocryepts","Family",2,"No ","X"
"460",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615976,"Lithic Cryorthents","Family",2,"No ","X"
"461",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615973,"Oxyaquic Dystrocryepts","Family",3,"No ","X"
"462",1670114,"Rock outcrop-Canisrocks-Xeric Dystrocryepts complex, 5 to 45 percent slopes, moraines, mountain slopes, cryic",NA,16615974,"Vitrandic Cryorthents","Family",5,"No ","X"
"463",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616032,"Dystric Xerorthents","Family",20,"Yes","A"
"464",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616029,"Humic Lithic Dystroxerepts","Family",2,"No ","X"
"465",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616030,"Typic Xeropsamments","Family",3,"No ","X"
"466",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616031,"Rubble land","Miscellaneous area",5,"No ","X"
"467",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616033,"Craneflat","Series",25,"Yes","A"
"468",1670117,"Rock outcrop-Craneflat-Dystric Xerorthents complex, 30 to 65 percent slopes, mountain slopes, frigid",NA,16616034,"Rock outcrop","Miscellaneous area",45,"Yes","X"
"469",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616115,"Typic Cryorthents","Family",30,"Yes","A"
"470",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616116,"Lithic Dystrocryepts","Taxon above family",2,"No ","X"
"471",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616108,"Lithic Cryorthents","Family",3,"No ","X"
"472",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616109,"Xeric Dystrocryepts","Family",15,"Yes","A"
"473",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616110,"Humic Dystrocryepts","Family",3,"No ","X"
"474",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616111,"Glacierpoint","Series",5,"No ","X"
"475",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616112,"Water","Miscellaneous area",1,"No ","X"
"476",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616113,"Histosols","Taxon above family",1,"No ","X"
"477",1670123,"Rock outcrop-Typic Cryorthents-Xeric Dystrocryepts complex, 0 to 35 percent slopes, mountain slopes, joints, cryic",NA,16616114,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"478",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616121,"Oxyaquic Dystrocryepts","Family",4,"No ","X"
"479",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616122,"Lithic Dystrocryepts","Taxon above family",3,"No ","X"
"480",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616123,"Lithic Cryorthents","Family",4,"No ","X"
"481",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616119,"Canisrocks","Series",25,"Yes","A"
"482",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616120,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"483",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616117,"Vitrandic Cryorthents","Family",4,"No ","X"
"484",1670126,"Rock outcrop-Canisrocks-Glacierpoint complex, 30 to 80 percent slopes, mountain slopes, joints, cryic",NA,16616118,"Glacierpoint","Series",20,"Yes","A"
"485",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616147,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"486",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616148,"Typic Haploxerepts","Family",9,"No ","X"
"487",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616144,"Dystric Xerorthents","Family",20,"Yes","A"
"488",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616145,"Histosols","Taxon above family",1,"No ","X"
