"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","musym","areasym","mlra"
"144","533822","77-CA-55-044x",544316,"S1977-CA-55-044x",2009-03-02,10,735939.94,4209075.92,-120.312965393066,37.9986763000488,"NAD83","3021","CA630","22A"
"145","533823","80-CA-05-085x",544317,"S1980-CA-05-085x",2009-03-02,10,685562.63,4226857.1,-120.88166809082,38.1705322265625,"NAD83","5012","CA630","18"
"146","533825","76-CA-55-035x",544319,"S1976-CA-55-035x",2009-03-02,10,740275.72,4189153.83,-120.27027130127,37.8181838989258,"NAD83","8178","CA630","18"
"147","533826","75-CA-55-030x",544320,"S1975-CA-55-030x",2009-03-02,10,729908.36,4200643.01,-120.384284973145,37.9243011474609,"NAD83","7211","CA630","18"
"148","533828","77-CA-55-043x",544322,"S1977-CA-55-043x",2009-03-02,10,721360.1,4193434.59,-120.483657836914,37.861515045166,"NAD83","7155","CA630","18"
"149","533829","73-CA-55-010x",544323,"S1973-CA-55-010x",2009-02-27,10,711766.6,4187082.29,-120.59449005127,37.8065910339355,"NAD83","7085","CA630","18"
"150","533831","73-CA-55-013x",544325,"S1973-CA-55-013x",2009-02-27,10,722550.7,4194570.16,-120.469795227051,37.8714485168457,"NAD83","7155","CA630","18"
"151","533832","77-CA-55-046x",544326,"S1977-CA-55-046x",2009-03-02,10,743000.87,4207438.03,-120.233192443848,37.9820709228516,"NAD83","6038","CA630","22A"
"152","533834","75-CA-55-029x",544328,"S1975-CA-55-029x",2009-03-02,10,737030.13,4200431.88,-120.303413391113,37.9205703735352,"NAD83","6070","CA630","18"
"153","533835","80-CA-05-082x",544329,"S1980-CA-05-082x",2009-03-02,10,692597.59,4206553.13,-120.806884765625,37.9861793518066,"WGS84","7085","CA630","18"
"154","533843","75-CA-55-028x",544337,"S1975-CA-55-028x",2009-03-02,10,736539.19,4209292.19,-120.306076049805,38.0004692077637,"NAD83","6078","CA630","22A"
"155","533846","80-CA-05-088x",544340,"S1980-CA-05-088x",2009-03-02,10,687468.36,4211728.77,-120.863899230957,38.0338897705078,"NAD83","5012","CA630","18"
"156","533850","80-CA-05-086x",544344,"S1980-CA-05-086x",2009-03-02,10,684965.94,4228639.19,-120.888008117676,38.186710357666,"NAD83","5012","CA630","18"
"157","533861","80-CA-05-079x",544355,"S1980-CA-05-079x",2009-03-02,10,692417.81,4205775.58,-120.809135437012,37.9792366027832,"NAD83","851","CA630","18"
"158","533869","67-CA-05-027x",544363,"S1967-CA-05-027x",2009-01-21,10,713818.77,4197984.15,-120.567970275879,37.9042892456055,"NAD83","3058","CA630","18"
"159","533871","80-CA-05-087x",544365,"S1980-CA-05-087x",2009-03-02,10,691092.53,4207637.77,-120.822639465332,37.9975051879883,"NAD83","5013","CA630","18"
"160","533886","65-CA-05-005x",544380,"S1965-CA-05-005x",2009-01-26,10,700000.42,4214043.91,-120.720558166504,38.052059173584,"NAD83","7086","CA630","18"
"161","533888","67-CA-05-021x",544382,"S1967-CA-05-021x",2009-01-21,10,699003.13,4201474.97,-120.735397338867,37.9390830993652,"NAD83","7076","CA630","18"
"162","533889","67-CA-05-020x",544383,"S1967-CA-05-020x",2009-01-21,10,713317.15,4200783.99,-120.57283782959,37.9296112060547,"NAD83","7087","CA630","18"
"163","533903","76-CA-55-033x",544397,"S1976-CA-55-033x",2009-03-02,10,738998.68,4189505.8,-120.284652709961,37.8216896057129,"NAD83","8177","CA630","18"
"164","533904","76-CA-55-034x",544398,"S1976-CA-55-034x",2009-03-02,10,738789.95,4189293.69,-120.287094116211,37.8198356628418,"NAD83","8115","CA630","18"
"165","533905","77-CA-55-041x",544399,"S1977-CA-55-041x",2009-03-02,10,725204.46,4183341.47,-120.443145751953,37.7696952819824,"NAD83","7085","CA630","18"
