"","MU Rec ID","MUSYM","Status","Legend_Acres","Spatial_Acres","match"
"57",463285,"MdG2","correlated",1936,2053,FALSE
"58",463286,"MeD2","correlated",531,533,FALSE
"59",463287,"MeE2","correlated",239,256,FALSE
"60",463288,"MfD2","correlated",1314,1242,FALSE
"61",463289,"MfF2","correlated",8260,8225,FALSE
"62",463290,"PaD","correlated",807,907,FALSE
"81",894254,"QU","correlated",77,77,TRUE
"63",463291,"RaD","correlated",3202,3129,FALSE
"64",463292,"Rb","correlated",2327,2598,FALSE
"65",463293,"RcG","correlated",20360,19255,FALSE
"66",463294,"SaD","correlated",3570,3932,FALSE
"67",463295,"SaE","correlated",4105,4350,FALSE
"68",463296,"SaF","correlated",8672,10841,FALSE
"69",463297,"SbE","correlated",7264,6766,FALSE
"70",463298,"ScB","correlated",121,110,FALSE
"71",463299,"SdD2","correlated",1321,2130,FALSE
"72",463300,"SeD2","correlated",2931,2583,FALSE
"73",463301,"SeF2","correlated",8899,9530,FALSE
"74",463302,"TaD2","correlated",1898,1741,FALSE
"75",463303,"TaE2","correlated",710,713,FALSE
"76",463304,"TbF2","correlated",11884,9175,FALSE
"77",2373912,"W","correlated",7439,9246,FALSE
"83",463305,"W","additional",7439,9246,FALSE
"78",463306,"WaF","correlated",3352,3468,FALSE
